"REF_DATE","GEO","DGUID","Type of employees","Overtime","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","984.72","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","918.59","A","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","F","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","F","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","1186.95","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","F","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","F","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","F","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","1014.46","C","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","1208.41","B","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","x","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","1344.66","B","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","1419.46","B","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","779.67","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","801.37","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","826.43","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","838.06","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","876.70","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","916.16","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","937.60","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","958.14","","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","889.72","A","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","873.89","B","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","881.83","A","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","856.25","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","877.94","A","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","990.69","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","937.07","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","1074.13","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","","F","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","1111.00","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","","F","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","1255.36","A","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","1365.22","B","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","1383.27","B","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","1464.83","B","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922951","3.1.1.267","1529.91","A","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","464.30","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","x","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","485.42","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","508.96","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","x","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","581.20","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","610.80","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","603.27","","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","F","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","F","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","602.08","A","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","553.78","B","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","F","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","F","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","676.00","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","F","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","F","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","F","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","F","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","793.60","C","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","895.19","C","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","F","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","","x","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v13922960","3.1.1.284","928.85","C","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","658.74","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","771.94","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","774.96","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","758.90","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","720.09","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","757.47","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","849.53","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","977.84","","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1166.43","A","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1150.80","A","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","","F","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","832.11","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","","F","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1180.42","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1254.93","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1224.64","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1144.84","A","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1134.56","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","","F","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1227.10","C","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1272.91","B","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1290.75","C","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1250.17","C","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922965","3.1.1.295","1523.27","B","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","701.71","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","740.33","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","749.48","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","770.39","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","763.80","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","776.41","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","799.46","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","","x","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","810.55","A","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","820.40","A","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","818.71","A","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","868.94","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","917.56","A","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","961.33","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","","F","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","1027.22","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","1055.95","A","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","1047.43","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","","F","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","1115.90","B","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","1159.12","B","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","1140.50","B","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","1207.89","B","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741171","3.1.1.321","1268.19","A","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","517.21","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","531.90","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","542.55","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","579.77","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","609.71","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","602.27","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","621.88","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","629.81","","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","733.83","A","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","740.38","A","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","798.01","A","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","780.76","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","806.94","A","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","817.86","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","822.55","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","826.26","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","870.79","A","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","883.91","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","904.12","A","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","932.12","B","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","925.94","B","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","972.42","B","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","1032.44","B","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741127","3.1.1.331","1043.70","B","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","234.61","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","261.55","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","258.78","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","267.30","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","273.57","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","285.65","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","294.28","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","","..","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","","F","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","","F","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","320.66","A","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","338.73","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","338.93","A","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","335.42","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","336.34","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","","F","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","366.85","A","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","367.53","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","","F","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","423.86","B","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","","F","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","439.86","C","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","466.03","C","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741140","3.1.1.367","503.24","B","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","737.60","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","788.98","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","846.37","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","857.92","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","903.87","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","930.96","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","960.72","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","996.41","","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1010.67","B","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1009.27","A","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1025.78","A","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1065.01","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1078.18","A","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1112.21","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1130.75","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1127.27","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1151.91","A","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1174.55","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1191.89","A","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1240.07","B","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1244.23","B","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1305.91","B","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1335.48","B","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741153","3.1.1.393","1416.61","B","","","2"


