"REF_DATE","GEO","DGUID","Type of employees","Overtime","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1168.73","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1140.39","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1262.52","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1472.03","A","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1400.95","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1479.00","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1581.81","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","","x","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","871.72","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","905.20","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","924.62","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","976.90","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1018.78","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1088.36","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1129.62","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1083.95","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1107.57","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1134.08","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1191.27","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1207.59","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1285.34","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1318.60","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1317.06","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1404.18","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1400.12","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1426.04","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1478.95","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1500.66","A","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1571.99","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1617.25","A","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v1742439","10.1.1.267","1729.30","A","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","","x","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","649.38","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","689.86","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","683.79","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","753.48","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","791.33","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","850.19","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","899.77","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","933.59","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","952.59","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1012.24","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1051.50","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1103.36","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1176.04","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1126.69","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1117.09","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1184.15","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1280.65","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1266.10","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1273.26","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1299.46","A","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1394.69","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1416.40","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1742448","10.1.1.284","1420.46","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","927.50","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","941.60","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","956.36","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","974.09","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1056.31","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1092.38","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1155.26","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1194.26","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1252.81","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1285.42","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1357.26","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1416.81","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1481.85","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1534.90","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1550.03","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1452.36","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1452.44","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1493.91","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1526.74","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1560.18","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1583.35","B","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1655.11","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1736.93","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v1742457","10.1.1.295","1772.40","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","654.48","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","680.23","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","710.02","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","743.45","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","771.40","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","797.66","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","836.55","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","896.20","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","917.40","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","984.72","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1002.35","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1017.55","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1044.70","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1046.52","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1075.14","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1062.51","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1093.14","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1101.08","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1122.63","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1175.93","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1206.28","B","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1188.95","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1187.87","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1742468","10.1.1.321","1265.88","A","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","578.35","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","588.08","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","611.61","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","633.81","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","654.23","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","685.39","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","719.28","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","758.27","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","819.10","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","842.15","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","863.67","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","900.21","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","909.31","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","920.75","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","939.22","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","938.61","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","959.72","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","981.30","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","977.65","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","1009.91","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","1002.34","B","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","994.37","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","1043.28","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1742374","10.1.1.331","1075.17","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","262.68","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","272.68","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","271.92","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","287.34","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","297.22","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","320.81","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","348.78","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","372.52","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","388.25","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","409.60","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","408.88","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","421.71","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","415.55","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","427.38","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","409.59","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","406.57","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","427.20","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","449.06","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","479.29","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","481.36","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","495.51","B","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","494.41","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","511.44","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1742396","10.1.1.367","509.03","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","728.55","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","790.82","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","827.87","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","841.09","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","861.71","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","925.41","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","987.09","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1045.40","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1105.57","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1158.10","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1175.39","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1214.80","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1267.99","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1314.60","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1336.70","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1347.99","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1386.27","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1409.41","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1447.45","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1503.52","A","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1541.78","B","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1575.60","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1584.01","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1742413","10.1.1.393","1631.15","B","","","2"


