"REF_DATE","GEO","DGUID","Type of employees","Overtime","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","820.38","","","","2"
"2004","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","860.07","","","","2"
"2005","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","907.04","","","","2"
"2006","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","950.77","","","","2"
"2007","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","906.63","","","","2"
"2008","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","870.97","","","","2"
"2009","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1050.77","A","","","2"
"2010","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1084.04","A","","","2"
"2011","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1025.17","A","","","2"
"2012","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1108.52","A","","","2"
"2013","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1238.27","A","","","2"
"2014","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1294.74","A","","","2"
"2015","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1304.53","A","","","2"
"2016","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1349.61","A","","","2"
"2017","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1155.37","A","","","2"
"2018","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1193.13","A","","","2"
"2019","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1225.71","A","","","2"
"2020","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1356.64","B","","","2"
"2021","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1144.00","A","","","2"
"2022","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1403.77","B","","","2"
"2023","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1572.49","B","","","2"
"2024","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1741084","2.1.1.253","1617.20","B","","","2"
"2001","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","769.63","","","","2"
"2002","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","","x","","","2"
"2003","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","798.55","","","","2"
"2004","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","","x","","","2"
"2005","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","","x","","","2"
"2006","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","","x","","","2"
"2007","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","","x","","","2"
"2008","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","921.92","","","","2"
"2009","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","912.44","B","","","2"
"2010","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","902.68","A","","","2"
"2011","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","902.25","A","","","2"
"2012","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","","F","","","2"
"2013","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","","F","","","2"
"2014","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","1012.20","A","","","2"
"2015","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","1088.84","A","","","2"
"2016","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","1129.90","A","","","2"
"2017","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","","F","","","2"
"2018","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","1198.96","A","","","2"
"2019","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","","F","","","2"
"2020","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","1294.19","C","","","2"
"2021","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","1266.61","A","","","2"
"2022","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","1403.78","B","","","2"
"2023","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","1383.75","A","","","2"
"2024","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Finance and insurance [52]","Current dollars","75","units","0","v13922950","2.1.1.267","1411.17","A","","","2"
"2001","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","527.92","","","","2"
"2002","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","","x","","","2"
"2003","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","565.81","","","","2"
"2004","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","","x","","","2"
"2005","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","","x","","","2"
"2006","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","","x","","","2"
"2007","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","","x","","","2"
"2008","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","727.41","","","","2"
"2009","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","757.95","A","","","2"
"2010","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","789.34","A","","","2"
"2011","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","782.03","B","","","2"
"2012","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","844.32","A","","","2"
"2013","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","","F","","","2"
"2014","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","874.51","B","","","2"
"2015","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","866.22","B","","","2"
"2016","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","923.71","A","","","2"
"2017","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","949.15","A","","","2"
"2018","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","994.56","B","","","2"
"2019","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","1055.99","B","","","2"
"2020","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","1078.50","B","","","2"
"2021","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","1152.78","B","","","2"
"2022","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","1195.78","B","","","2"
"2023","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","1197.84","B","","","2"
"2024","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Real estate and rental and leasing [53]","Current dollars","75","units","0","v1544367988","2.1.1.284","1218.21","B","","","2"
"2001","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","812.44","","","","2"
"2002","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","843.41","","","","2"
"2003","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","846.35","","","","2"
"2004","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","861.86","","","","2"
"2005","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","898.35","","","","2"
"2006","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","919.09","","","","2"
"2007","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","934.52","","","","2"
"2008","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","984.54","","","","2"
"2009","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1015.45","A","","","2"
"2010","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1064.94","A","","","2"
"2011","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1167.98","A","","","2"
"2012","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1254.56","A","","","2"
"2013","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1297.58","A","","","2"
"2014","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1410.29","A","","","2"
"2015","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1393.43","A","","","2"
"2016","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1348.64","A","","","2"
"2017","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1408.26","A","","","2"
"2018","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1434.75","A","","","2"
"2019","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1489.93","A","","","2"
"2020","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1525.14","B","","","2"
"2021","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1486.65","B","","","2"
"2022","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1617.59","B","","","2"
"2023","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1707.50","B","","","2"
"2024","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Professional, scientific and technical services [54,541]","Current dollars","75","units","0","v13922964","2.1.1.295","1766.43","B","","","2"
"2001","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","709.84","","","","2"
"2002","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","694.88","","","","2"
"2003","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","736.96","","","","2"
"2004","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","755.22","","","","2"
"2005","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","758.08","","","","2"
"2006","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","774.90","","","","2"
"2007","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","813.68","","","","2"
"2008","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","854.64","","","","2"
"2009","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","890.62","A","","","2"
"2010","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1002.64","A","","","2"
"2011","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1110.65","A","","","2"
"2012","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1159.63","A","","","2"
"2013","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1156.31","A","","","2"
"2014","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1133.91","A","","","2"
"2015","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1165.60","A","","","2"
"2016","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1066.75","A","","","2"
"2017","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1093.49","A","","","2"
"2018","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1124.23","A","","","2"
"2019","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1146.48","A","","","2"
"2020","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1166.92","B","","","2"
"2021","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1240.32","B","","","2"
"2022","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1349.11","B","","","2"
"2023","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1340.79","B","","","2"
"2024","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Educational services [61,611]","Current dollars","75","units","0","v1741099","2.1.1.321","1339.35","B","","","2"
"2001","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","597.16","","","","2"
"2002","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","599.62","","","","2"
"2003","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","646.35","","","","2"
"2004","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","663.52","","","","2"
"2005","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","687.51","","","","2"
"2006","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","691.09","","","","2"
"2007","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","693.84","","","","2"
"2008","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","712.54","","","","2"
"2009","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","782.23","A","","","2"
"2010","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","833.43","A","","","2"
"2011","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","869.30","A","","","2"
"2012","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","867.23","A","","","2"
"2013","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","888.33","A","","","2"
"2014","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","891.03","A","","","2"
"2015","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","925.33","A","","","2"
"2016","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","924.70","A","","","2"
"2017","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","959.61","A","","","2"
"2018","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","993.15","A","","","2"
"2019","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","976.75","A","","","2"
"2020","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","1002.73","B","","","2"
"2021","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","983.57","B","","","2"
"2022","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","1026.04","B","","","2"
"2023","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","1053.03","B","","","2"
"2024","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Health care and social assistance [62]","Current dollars","75","units","0","v1741038","2.1.1.331","1108.55","B","","","2"
"2001","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","264.86","","","","2"
"2002","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","277.26","","","","2"
"2003","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","278.99","","","","2"
"2004","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","296.29","","","","2"
"2005","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","305.06","","","","2"
"2006","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","323.29","","","","2"
"2007","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","346.54","","","","2"
"2008","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","357.01","","","","2"
"2009","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","362.37","A","","","2"
"2010","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","407.55","A","","","2"
"2011","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","404.61","A","","","2"
"2012","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","412.11","A","","","2"
"2013","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","409.85","A","","","2"
"2014","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","430.50","A","","","2"
"2015","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","419.75","A","","","2"
"2016","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","407.87","A","","","2"
"2017","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","436.53","A","","","2"
"2018","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","432.15","A","","","2"
"2019","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","450.89","A","","","2"
"2020","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","485.89","B","","","2"
"2021","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","501.51","B","","","2"
"2022","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","486.97","B","","","2"
"2023","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","510.47","B","","","2"
"2024","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Accommodation and food services [72]","Current dollars","75","units","0","v1741053","2.1.1.367","530.34","B","","","2"
"2001","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741068","2.1.1.393","692.05","","","","2"
"2002","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741068","2.1.1.393","762.67","","","","2"
"2003","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741068","2.1.1.393","815.56","","","","2"
"2004","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741068","2.1.1.393","825.10","","","","2"
"2005","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741068","2.1.1.393","862.90","","","","2"
"2006","Newfoundland and Labrador","2021A000210","All employees","Including overtime","Public administration [91]","Current dollars","75","units","0","v1741068","2.1.1.393","892.66","","","","2"
